id,data,categoria,severidade,status,valor_prejuizo,regiao,lat,lon,usuarios_afetados,sistema,setor,duracao_horas,tentativas,ip_origem
343,2024-11-05 17:11:00,Ransomware,Alto,Resolvido,60071.66,Sudeste,-24.3496,-41.3788,3981,Web,Governo,54.1,153,192.186.46.102
344,2024-08-17 16:16:00,DDoS,Alto,Em Andamento,43700.58,Centro-Oeste,-13.2024,-47.7683,4914,Network,Governo,9.9,200,192.111.73.28
345,2024-05-17 17:23:00,DDoS,Alto,Resolvido,70011.77,Norte,-4.5742,-59.4631,4471,E-mail,Telecomunicações,13.3,494,192.74.185.122
346,2023-02-25 22:58:00,Man-in-the-Middle,Baixo,Resolvido,14443.24,Centro-Oeste,-18.5911,-46.4633,4528,Cloud,Telecomunicações,11.6,359,192.62.121.220
347,2023-11-05 02:59:00,Insider Threat,Alto,Escalado,105038.73,Norte,-0.535,-57.4924,1724,Cloud,Telecomunicações,41.9,225,192.208.17.71
348,2023-12-07 22:27:00,Phishing,Baixo,Escalado,60530.1,Norte,-1.6783,-57.441,4148,Cloud,Governo,5.6,374,192.14.26.165
349,2023-11-09 10:36:00,DDoS,Médio,Pendente,66878.2,Sul,-28.3815,-51.0995,1066,Cloud,Governo,133.5,406,192.244.68.67
350,2023-07-06 12:56:00,DDoS,Médio,Pendente,4780.72,Nordeste,-9.908,-35.413,4673,SCADA,Saúde,206.8,499,192.134.86.13
351,2024-08-03 03:00:00,Zero-Day,Médio,Em Andamento,48857.06,Sul,-27.8656,-50.0925,3717,Network,Saúde,60.9,115,192.136.147.192
352,2023-10-17 23:43:00,Insider Threat,Alto,Resolvido,20189.8,Sul,-24.7995,-46.3288,1196,Cloud,Varejo,8.8,128,192.234.43.3
353,2024-12-26 13:47:00,Insider Threat,Crítico,Resolvido,136666.45,Norte,-1.9789,-58.72,4563,SCADA,Educação,6.5,121,192.23.2.65
354,2024-07-26 01:37:00,Credential Stuffing,Médio,Resolvido,9945.55,Norte,-2.0724,-62.2066,4038,Mobile,Saúde,8.0,272,192.133.59.81
355,2023-10-17 08:39:00,Ransomware,Baixo,Resolvido,7030.08,Nordeste,-6.6131,-32.3426,1352,SCADA,Financeiro,34.2,437,192.96.76.14
356,2024-05-21 01:28:00,SQL Injection,Alto,Resolvido,15962.86,Sul,-24.1642,-49.6814,3975,Database,Financeiro,18.5,369,192.178.47.53
357,2024-11-10 18:13:00,Brute Force,Alto,Resolvido,49907.42,Centro-Oeste,-13.8646,-47.5205,3412,Web,Educação,52.3,256,192.13.145.175
358,2023-03-25 14:53:00,Phishing,Alto,Em Andamento,100228.72,Sudeste,-20.8781,-45.2773,2207,Database,Saúde,63.2,375,192.24.144.83
359,2023-07-02 07:49:00,Ransomware,Médio,Resolvido,52393.96,Centro-Oeste,-16.5117,-48.5068,3297,Database,Financeiro,4.5,335,192.152.251.206
360,2024-01-12 16:12:00,Zero-Day,Médio,Escalado,18280.14,Centro-Oeste,-18.0123,-46.9069,3903,Mobile,Telecomunicações,7.4,47,192.188.95.112
361,2024-12-31 04:59:00,Zero-Day,Crítico,Resolvido,107306.28,Norte,-2.0414,-59.1143,4299,SCADA,Educação,5.2,41,192.76.65.176
362,2023-02-16 16:06:00,Brute Force,Baixo,Resolvido,6859.46,Nordeste,-7.6888,-34.594,3807,Cloud,Educação,38.1,130,192.41.8.30
363,2024-12-22 09:20:00,Insider Threat,Alto,Resolvido,61240.2,Norte,-5.8284,-60.5025,3686,Database,Saúde,26.8,495,192.94.40.192
364,2023-01-14 05:41:00,Brute Force,Baixo,Resolvido,5671.42,Centro-Oeste,-18.6925,-48.5304,4931,Cloud,Indústria,35.0,417,192.202.154.23
365,2023-01-28 06:30:00,DDoS,Crítico,Resolvido,263804.1,Sudeste,-21.7238,-45.0707,3570,SCADA,Saúde,21.6,395,192.242.216.6
366,2024-04-05 18:15:00,Phishing,Alto,Resolvido,10563.82,Norte,-0.3168,-60.1711,3210,SCADA,Indústria,43.8,213,192.148.18.125
367,2024-05-14 07:45:00,Zero-Day,Médio,Em Andamento,31321.9,Centro-Oeste,-13.1883,-45.4696,2195,Web,Governo,63.8,243,192.177.229.179
368,2024-06-03 07:37:00,Zero-Day,Crítico,Resolvido,393859.76,Sul,-25.5846,-49.6713,4933,Database,Educação,168.9,240,192.199.213.214
369,2023-03-30 21:30:00,Man-in-the-Middle,Médio,Pendente,8485.99,Sul,-24.6689,-50.6053,4963,SCADA,Educação,18.8,483,192.120.107.143
370,2024-05-30 01:51:00,Ransomware,Baixo,Resolvido,1364.34,Nordeste,-8.9577,-36.9484,1858,Cloud,Telecomunicações,8.7,133,192.181.23.198
371,2023-02-21 14:51:00,Credential Stuffing,Alto,Resolvido,25237.2,Centro-Oeste,-15.1743,-50.2751,909,ERP,Varejo,75.8,53,192.53.85.162
372,2024-06-02 15:46:00,Phishing,Baixo,Escalado,16283.2,Sul,-24.0299,-48.051,2980,Network,Governo,14.5,435,192.212.3.63
373,2024-02-29 11:40:00,Insider Threat,Alto,Resolvido,65743.21,Sudeste,-24.3039,-41.9088,4339,Mobile,Governo,16.9,411,192.209.234.244
374,2024-06-13 02:05:00,Credential Stuffing,Médio,Resolvido,12628.1,Sudeste,-23.2445,-41.5791,1347,Database,Varejo,16.7,19,192.29.151.108
375,2023-12-19 00:52:00,Zero-Day,Baixo,Em Andamento,2529.97,Nordeste,-6.7707,-36.0178,1204,SCADA,Indústria,37.4,106,192.176.207.199
376,2023-05-10 16:34:00,SQL Injection,Baixo,Resolvido,4046.88,Centro-Oeste,-16.793,-46.5494,4521,Database,Financeiro,12.3,326,192.14.132.62
377,2023-09-23 20:32:00,Brute Force,Médio,Escalado,16081.05,Sudeste,-21.5081,-41.1505,1022,SCADA,Educação,16.4,3,192.120.119.90
378,2024-06-16 23:15:00,Brute Force,Alto,Pendente,8204.68,Centro-Oeste,-14.7654,-46.6139,1578,Database,Indústria,47.8,51,192.217.210.21
379,2024-11-24 16:25:00,Phishing,Crítico,Pendente,160660.87,Norte,-4.8113,-62.5316,3235,Mobile,Governo,93.2,326,192.250.213.211
380,2024-06-25 03:44:00,DDoS,Crítico,Resolvido,35816.66,Norte,-5.3237,-58.7729,1285,Web,Varejo,67.2,488,192.209.56.31
381,2024-01-19 09:18:00,Man-in-the-Middle,Médio,Resolvido,19172.5,Sul,-27.6935,-50.4705,1165,E-mail,Educação,46.6,480,192.110.93.210
382,2024-08-09 09:36:00,Insider Threat,Crítico,Resolvido,94975.6,Sudeste,-20.6774,-43.6945,3091,Database,Telecomunicações,17.3,311,192.70.235.195
383,2024-09-30 13:24:00,Insider Threat,Médio,Resolvido,8868.65,Nordeste,-10.5641,-34.1514,4432,Database,Indústria,17.5,46,192.12.158.144
384,2024-08-06 16:12:00,Phishing,Médio,Resolvido,62136.56,Centro-Oeste,-15.549,-46.3543,153,SCADA,Financeiro,38.5,362,192.164.205.151
385,2024-06-24 10:24:00,Ransomware,Médio,Escalado,12523.83,Nordeste,-8.4779,-35.4104,814,E-mail,Telecomunicações,22.2,94,192.45.78.79
386,2023-11-02 12:06:00,Zero-Day,Médio,Resolvido,11720.19,Nordeste,-10.0113,-33.6202,2656,SCADA,Varejo,6.6,122,192.197.58.69
387,2023-08-28 00:17:00,Ransomware,Alto,Em Andamento,57650.32,Sudeste,-22.995,-43.755,832,Database,Educação,7.6,403,192.208.228.22
388,2023-09-09 17:27:00,Credential Stuffing,Alto,Escalado,372561.77,Nordeste,-7.8574,-36.8909,343,Database,Financeiro,44.5,498,192.30.246.70
389,2024-06-06 09:02:00,Brute Force,Baixo,Resolvido,1480.29,Nordeste,-6.0454,-36.6235,573,Database,Indústria,11.4,63,192.143.221.54
390,2024-12-25 14:17:00,Credential Stuffing,Baixo,Resolvido,3613.74,Nordeste,-7.289,-32.0222,4912,Mobile,Varejo,27.5,251,192.41.39.138
391,2024-01-21 19:22:00,Ransomware,Baixo,Pendente,1551.0,Norte,-2.0665,-60.882,70,SCADA,Financeiro,7.2,99,192.113.10.195
392,2023-11-07 22:14:00,Brute Force,Médio,Em Andamento,7474.49,Sul,-27.8602,-48.6193,2974,Network,Financeiro,4.2,361,192.100.202.29
393,2024-11-19 21:38:00,Brute Force,Médio,Resolvido,25424.73,Centro-Oeste,-17.6374,-46.4671,1051,Network,Varejo,32.6,478,192.140.98.218
394,2024-04-09 00:27:00,Ransomware,Baixo,Em Andamento,1543.11,Centro-Oeste,-15.1133,-46.8159,3823,Network,Financeiro,19.8,23,192.142.215.137
395,2023-01-26 23:14:00,Insider Threat,Alto,Resolvido,243126.12,Nordeste,-10.6091,-34.4691,610,E-mail,Financeiro,48.9,169,192.49.14.123
396,2024-04-29 07:21:00,Zero-Day,Baixo,Em Andamento,6968.07,Nordeste,-6.057,-36.4171,598,Web,Indústria,69.6,392,192.228.63.22
397,2024-03-28 01:19:00,Ransomware,Baixo,Resolvido,9870.14,Sudeste,-21.2041,-45.828,835,Mobile,Governo,40.1,151,192.49.210.60
398,2023-12-14 20:43:00,Ransomware,Médio,Resolvido,64016.96,Norte,-0.8204,-59.2846,2689,Web,Varejo,23.8,7,192.99.64.164
399,2023-02-15 01:08:00,Credential Stuffing,Alto,Resolvido,22156.92,Centro-Oeste,-16.1323,-49.4411,2931,Database,Saúde,1.2,398,192.240.158.155
400,2023-02-28 07:32:00,Man-in-the-Middle,Alto,Escalado,195761.35,Centro-Oeste,-15.2814,-46.8302,448,Network,Telecomunicações,17.0,103,192.35.174.49
